tournament id,tournament name,course,date,purse,season
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353224,The Memorial Tournament pres. by Nationwide,"Muirfield Village Golf Club - Dublin, OH",05/06/2022,12,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353225,Charles Schwab Challenge,"Colonial - Ft. Worth, TX",29/05/2022,8.4,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
401353226,PGA Championship,"Southern Hills Country Club - Tulsa, OK",22/05/2022,15,2022
