tournament id,player id,hole_par,strokes,n_rounds,made_cut,pos,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
401353232,9877,288,285,4,1,6,T6,1.4,0.84,-0.19,0.55,1.2,2.6
401353232,10140,144,151,2,0,NA,CUT,0.12,-0.59,-0.69,-0.12,-1.4,-1.28
401353232,686,144,149,2,0,NA,CUT,1.4,-0.23,0.29,-1.74,-1.68,-0.28
401353273,16,288,281,4,1,18,T18,1.33,1.12,-0.55,-0.47,0.04,1.37
401353273,9517,144,144,2,0,NA,CUT,-0.04,0.25,-0.67,-0.07,-0.47,-0.51
401353273,5548,288,278,4,1,4,T4,-0.29,0.68,1.07,0.71,2.46,2.17
401353273,4989,288,280,4,1,13,T13,0.6,-0.41,0.85,0.63,1.07,1.67
401353273,6015,288,283,4,1,35,T35,-0.14,-0.09,0.52,0.62,1.05,0.92
401353273,5502,288,284,4,1,41,T41,-0.23,0.16,0.31,0.18,0.6,0.37
401353273,10906,288,282,4,1,29,T29,0.64,0.34,0.25,-0.07,0.53,1.17
401353273,10372,144,144,2,0,NA,CUT,-0.61,0.08,0.44,-0.02,0.5,-0.11
401353273,9484,144,149,2,0,NA,CUT,-2.1,-0.95,0.52,0.04,-0.26,-2.36
401353273,9127,144,144,2,0,NA,CUT,0.48,0.18,-1.06,0.29,-0.59,-0.11
401353273,1626,144,151,2,0,NA,CUT,0.74,-0.94,-1.75,-1.67,-4.35,-3.61
401353273,10046,144,149,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353273,2283,144,144,2,0,NA,CUT,0.17,1.15,-1.21,0.19,0.06,0.23
401353273,4383,144,146,2,0,NA,CUT,-1.81,-0.22,-0.24,1.16,0.7,-1.11
401353273,774,288,289,4,1,63,T63,0.51,-0.37,-0.12,-0.61,-1.09,-0.58
401353273,9584,144,148,2,0,NA,CUT,0.33,-0.26,-2.38,0.2,-2.44,-2.11
401353273,6011,288,278,4,1,4,T4,1.82,0.54,-0.48,0.33,0.4,2.22
401353273,4638,288,289,4,1,63,T63,0.19,-0.9,-0.42,0.54,-0.77,-0.58
401353273,1222,288,281,4,1,18,T18,-1.29,0.89,1.43,0.4,2.71,1.42
401353273,3596,288,285,4,1,48,T48,0.01,0.52,-0.88,0.77,0.41,0.42
401353273,3599,144,147,2,0,NA,CUT,0.57,-0.33,-0.65,-1.2,-2.18,-1.61
401353273,3454,288,279,4,1,8,T8,1.1,0.26,0.49,0.07,0.82,1.92
401353273,11098,144,145,2,0,NA,CUT,-0.96,-0.07,-1.07,1.49,0.35,-0.61
401353273,9126,288,283,4,1,35,T35,-0.12,-0.52,0.54,1.02,1.04,0.92
401353273,5704,288,286,4,1,53,T53,1.33,-0.53,-0.24,-0.41,-1.17,0.17
401353273,205,144,146,2,0,NA,CUT,-0.02,0.78,-1.09,-0.77,-1.09,-1.11
401353273,208,288,278,4,1,4,T4,-0.46,0.39,0.79,1.44,2.62,2.17
401353273,3449,288,283,4,1,35,T35,-0.72,1.03,0.4,0.21,1.64,0.92
401353273,6017,288,284,4,1,41,T41,-0.34,-0.05,0.52,0.54,1,0.67
401353273,769,72,77,1,0,NA,WD,-2.64,-1.7,-1.39,0.47,-2.62,-5.25
401353273,9687,144,148,2,0,NA,CUT,-0.55,-0.35,-0.32,-0.38,-1.15,-1.7
401353273,1264,144,144,2,0,NA,CUT,-0.53,0.48,0.88,0.06,1.32,0.8
401353273,5167,288,279,4,1,8,T8,0.98,0.13,0.76,0.05,0.94,1.92
401353273,11456,144,146,2,0,NA,CUT,-1.72,0.72,0.04,-0.15,0.61,-1.11
401353273,6701,144,150,2,0,NA,CUT,-0.48,-1.36,0.19,-1.46,-2.63,-3.11
401353273,10054,288,281,4,1,18,T18,0.6,-0.28,0.81,0.29,0.82,1.42
401353273,11448,288,290,4,1,67,T67,1.47,-1,-0.17,-1.14,-2.3,-0.83
401353273,10058,288,289,4,1,63,T63,-1.47,0.29,0.27,0.31,0.83,-0.64
401353273,3455,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353273,4423323,144,144,2,0,NA,CUT,0.52,0.12,0.15,-0.86,-0.48,0.04
401353273,11393,144,148,2,0,NA,CUT,-0.89,-0.58,-1.41,0.77,-1.22,-2.11
401353273,301,144,149,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353273,9474,144,150,2,0,NA,CUT,1.32,0.42,-1.18,-2.55,-3.18,-1.86
401353273,11333,288,284,4,1,41,T41,0.28,0.09,-0.4,0.21,-0.03,0.24
401353273,3550,288,279,4,1,8,T8,0.45,-0.2,1.52,0.15,1.47,1.92
401353273,4364752,144,148,2,0,NA,CUT,0.96,-1.74,-0.8,-0.54,-3.07,-2.11
401353273,4844,144,151,2,0,NA,CUT,0.36,-0.24,-2.98,-0.75,-3.97,-3.61
401353273,11387,144,151,2,0,NA,CUT,-2.08,1.06,-1.55,-1.14,-1.69,-3.77
401353273,5860,72,74,1,0,NA,WD,-0.33,-1.24,0.73,-1.43,-1.93,-2.25
401353273,5573,288,286,4,1,53,T53,-1.81,-0.07,1.22,0.83,1.98,0.17
401353273,576,288,281,4,1,18,T18,0.31,0.59,0.24,0.28,1.11,1.42
401353273,5504,288,287,4,1,58,T58,-0.58,-1.54,1.7,0.34,0.5,-0.08
401353273,619,144,145,2,0,NA,CUT,-1.37,-0.73,1.45,0.03,0.77,-0.61
401353273,3856,144,146,2,0,NA,CUT,1.94,-0.91,-1.61,-0.13,-2.71,-0.77
401353273,5902,144,148,2,0,NA,CUT,-3.27,-0.87,1.12,0.92,1.17,-2.11
401353273,1680,144,144,2,0,NA,CUT,-0.11,0.17,-0.55,0.38,0,-0.11
401353273,5025,288,291,4,1,69,T69,-0.84,-0.02,-0.27,0.04,-0.24,-1.08
401353273,3598,288,294,4,1,71,T71,-0.88,0.01,-0.4,-0.57,-0.95,-1.83
401353273,5797,288,284,4,1,41,T41,0.11,-0.69,0.86,0.38,0.56,0.67
401353273,10505,288,284,4,1,41,T41,0.8,-0.51,0.35,0.02,-0.14,0.67
401353273,10166,288,275,4,1,1,1,0.75,0.82,0.7,0.65,2.17,2.92
401353273,5467,288,283,4,1,35,T35,-1.79,0.57,1.53,0.61,2.71,0.92
401353273,1030,288,281,4,1,18,T18,-0.44,0.83,0.07,0.96,1.86,1.42
401353273,446,144,148,2,0,NA,CUT,0.04,-0.26,-0.4,-1.51,-2.15,-2.11
401353273,4513,288,279,4,1,8,T8,-0.24,1.44,0.79,-0.53,1.71,1.47
401353273,3857,288,281,4,1,18,T18,0.65,-0.09,0.31,0.55,0.77,1.42
401353273,10363,144,145,2,0,NA,CUT,0.72,-0.32,-0.83,-0.18,-1.33,-0.61
401353273,6689,144,150,2,0,NA,CUT,2.54,-2.45,-1.19,-2.01,-5.65,-3.11
401353273,7083,144,152,2,0,NA,CUT,-1.98,-1.61,-0.15,-0.38,-2.13,-4.11
401353273,1778,144,146,2,0,NA,CUT,-0.36,-1.85,0.94,0.17,-0.75,-1.11
401353273,1077,288,281,4,1,18,T18,0.17,1.13,-0.39,0.5,1.24,1.42
401353273,3793,72,76,1,0,NA,WD,-0.88,-1.54,-1.48,-0.36,-3.37,-4.25
401353273,601,288,287,4,1,58,T58,0.13,-0.31,0.81,-0.71,-0.21,-0.08
401353273,676,288,281,4,1,18,T18,0.08,0.99,-0.34,0.69,1.34,1.42
401353273,5962,288,286,4,1,53,T53,-1.06,-0.15,1.43,-0.05,1.22,0.17
401353273,4404991,144,149,2,0,NA,CUT,-2.42,-0.56,0.5,-0.13,-0.19,-2.61
401353273,1059,288,286,4,1,53,T53,-0.76,0.72,-0.24,0.44,0.93,0.17
401353273,455,144,149,2,0,NA,CUT,-0.54,0.7,-0.72,-2.05,-2.07,-2.61
401353273,4859,144,145,2,0,NA,CUT,0.82,0.7,-2.59,0.93,-1.03,-0.22
401353273,1367,288,277,4,1,2,T2,0.59,0.47,0.85,0.5,1.83,2.42
401353273,257,288,277,4,1,2,T2,1.86,0.27,0.42,-0.14,0.56,2.42
401353273,2571,288,282,4,1,29,T29,0.06,-0.01,0.18,0.93,1.11,1.17
401353273,4410932,144,146,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353273,9530,288,283,4,1,35,T35,-0.48,-0.7,1.12,0.97,1.4,0.92
401353273,6954,144,147,2,0,NA,CUT,0.06,-0.85,-1.85,1.04,-1.66,-1.61
401353273,9931,288,280,4,1,13,T13,0.71,0.57,-0.13,0.52,0.96,1.67
401353273,5729,288,279,4,1,8,T8,0.47,1.34,0.61,-0.5,1.45,1.92
401353273,6151,144,145,2,0,NA,CUT,0.97,-0.5,-1.34,0.26,-1.58,-0.61
401353273,10548,144,153,2,0,NA,CUT,-1.63,0.01,-3.28,0.29,-2.98,-4.61
401353273,10048,144,146,2,0,NA,CUT,-0.32,-1.12,-0.55,0.87,-0.79,-1.11
401353273,1600,288,281,4,1,18,T18,-0.64,0.6,1.51,-0.06,2.05,1.42
401353273,3792,144,146,2,0,NA,CUT,-0.84,-0.42,0.13,0.03,-0.27,-1.11
401353273,1042,144,150,2,0,NA,CUT,-2.71,-1.78,1.18,0.2,-0.41,-3.11
401353273,10831,144,147,2,0,NA,CUT,-1.52,-1.45,0.77,0.58,-0.09,-1.61
401353273,3980,144,147,2,0,NA,CUT,-1.44,-1.24,0.76,0.31,-0.17,-1.61
401353273,5692,288,284,4,1,41,T41,0.94,0.58,-0.86,0,-0.28,0.67
401353273,707,144,144,2,0,NA,CUT,-0.86,0.88,0.79,-0.83,0.86,-0.01
401353273,6825,288,287,4,1,58,T58,-0.19,0.1,0.36,-0.56,-0.1,-0.28
401353273,1674,288,291,4,1,69,T69,-0.19,-0.12,-0.04,-0.74,-0.9,-1.08
401353273,1548,144,145,2,0,NA,CUT,0.99,-0.38,-0.82,-0.4,-1.6,-0.61
401353273,3702,144,146,2,0,NA,CUT,0.05,-0.14,0.27,-1.28,-1.16,-1.11
401353273,11253,288,281,4,1,18,T18,1.93,-0.11,-0.28,-0.13,-0.51,1.42
401353273,4483,288,288,4,1,61,T61,-0.98,0.49,0.32,-0.17,0.65,-0.33
401353273,11378,288,283,4,1,35,NA,NA,NA,NA,NA,NA,NA
401353273,3470,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353273,962,288,285,4,1,48,T48,-0.62,0.23,0.77,0.04,1.03,0.42
401353273,6090,288,286,4,1,53,T53,-0.06,0.36,0.24,-0.37,0.23,0.17
401353273,5619,144,146,2,0,NA,CUT,-2.01,-0.92,1.33,0.48,0.9,-1.11
401353273,9804,288,285,4,1,48,T48,1.06,-0.42,0.21,-0.43,-0.64,0.42
401353273,1195,288,281,4,1,18,T18,0.85,0.02,0.95,-0.41,0.56,1.42
401353273,6937,144,145,2,0,NA,CUT,0,-0.05,-0.99,-0.45,-1.35,-1.36
401353273,4449,144,149,2,0,NA,CUT,-0.27,-0.22,-2.81,0.69,-2.34,-2.61
401353273,7081,288,280,4,1,13,T13,0.37,0.65,0.13,0.52,1.29,1.67
401353273,4267,288,289,4,1,63,T63,-0.03,1.17,-1.06,-0.66,-0.55,-0.58
401353273,10932,144,145,2,0,NA,CUT,0.68,0.02,-2.45,1.15,-1.28,-0.61
401353273,7001,144,148,2,0,NA,CUT,-1.85,0.39,-0.19,-0.37,-0.16,-2.01
401353273,3378,288,280,4,1,13,T13,0.97,1.04,-0.24,-0.1,0.69,1.67
401353273,4643,144,145,2,0,NA,CUT,0.29,-0.72,0.34,-0.53,-0.9,-0.61
401353273,10980,288,290,4,1,67,T67,0.04,0.37,-0.59,-0.33,-0.51,-0.47
401353273,9569,144,152,2,0,NA,CUT,-1.8,-1.36,0.05,-1,-2.31,-4.11
401353273,2230,288,282,4,1,29,T29,0.52,-0.85,0.97,0.52,0.65,1.17
401353273,4410612,144,148,2,0,NA,CUT,0.78,-0.91,-1.83,-0.15,-2.89,-2.11
401353273,3970,288,278,4,1,4,T4,2.47,-0.19,0.27,-0.38,-0.3,2.17
401353273,10664,144,149,2,0,NA,CUT,-1.02,0.11,-1.05,-0.17,-1.23,-2.25
401353273,9626,144,144,2,0,NA,CUT,-1.42,0.51,-0.39,1.19,1.31,-0.11
401353273,4408315,288,282,4,1,29,T29,0.93,0.17,-0.14,0.21,0.23,1.17
401353273,11119,288,294,4,1,71,T71,-0.29,-0.1,-0.44,-1,-1.54,-1.83
401353273,3532,288,285,4,1,48,T48,-0.07,0.93,-0.2,-0.24,0.49,0.42
401353273,686,288,280,4,1,13,T13,0.86,-0.2,1.15,-0.14,0.81,1.67
401353294,16,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,9517,288,288,4,1,58,NA,NA,NA,NA,NA,NA,NA
401353294,10906,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,10372,288,275,4,1,7,NA,NA,NA,NA,NA,NA,NA
401353294,9484,288,272,4,1,2,NA,NA,NA,NA,NA,NA,NA
401353294,9127,144,148,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1626,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1049,144,154,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,2283,288,288,4,1,58,NA,NA,NA,NA,NA,NA,NA
401353294,774,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,9584,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,4780,288,285,4,1,54,NA,NA,NA,NA,NA,NA,NA
401353294,4638,288,272,4,1,2,NA,NA,NA,NA,NA,NA,NA
401353294,4415125,288,276,4,1,11,NA,NA,NA,NA,NA,NA,NA
401353294,3599,288,275,4,1,7,NA,NA,NA,NA,NA,NA,NA
401353294,712,144,148,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4355673,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,5704,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1121,288,273,4,1,4,NA,NA,NA,NA,NA,NA,NA
401353294,8975,288,279,4,1,22,NA,NA,NA,NA,NA,NA,NA
401353294,9687,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,1264,288,288,4,1,58,NA,NA,NA,NA,NA,NA,NA
401353294,8992,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,7004,144,146,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,928,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,5574,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,6701,288,275,4,1,7,NA,NA,NA,NA,NA,NA,NA
401353294,1196,288,289,4,1,62,NA,NA,NA,NA,NA,NA,NA
401353294,11448,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,431,288,284,4,1,50,NA,NA,NA,NA,NA,NA,NA
401353294,3455,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4304,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,4423323,288,286,4,1,56,NA,NA,NA,NA,NA,NA,NA
401353294,1247,144,158,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,5882,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,3375,144,148,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,74,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,301,288,284,4,1,50,NA,NA,NA,NA,NA,NA,NA
401353294,808,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,5462,144,149,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,11333,288,280,4,1,25,NA,NA,NA,NA,NA,NA,NA
401353294,4364752,288,277,4,1,13,NA,NA,NA,NA,NA,NA,NA
401353294,11387,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,5504,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,508,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,6196,72,71,1,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,110,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,196,144,146,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,5797,288,289,4,1,62,NA,NA,NA,NA,NA,NA,NA
401353294,6894,288,288,4,1,58,NA,NA,NA,NA,NA,NA,NA
401353294,1422,144,149,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,2883,144,154,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1030,288,273,4,1,4,NA,NA,NA,NA,NA,NA,NA
401353294,5771,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,3857,288,278,4,1,15,NA,NA,NA,NA,NA,NA,NA
401353294,10363,288,277,4,1,13,NA,NA,NA,NA,NA,NA,NA
401353294,10364,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,6689,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,860,288,293,4,1,65,NA,NA,NA,NA,NA,NA,NA
401353294,1778,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4859,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,9143,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,3670,144,148,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,5729,288,283,4,1,44,NA,NA,NA,NA,NA,NA,NA
401353294,6151,288,275,4,1,7,NA,NA,NA,NA,NA,NA,NA
401353294,10048,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1600,288,278,4,1,15,NA,NA,NA,NA,NA,NA,NA
401353294,3792,288,280,4,1,25,NA,NA,NA,NA,NA,NA,NA
401353294,10831,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1259,72,87,1,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,6825,144,147,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1674,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,1750,288,278,4,1,15,NA,NA,NA,NA,NA,NA,NA
401353294,801,144,154,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4321,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,3683,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,1254,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,11253,288,274,4,1,6,NA,NA,NA,NA,NA,NA,NA
401353294,903,144,151,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,6090,144,145,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4591,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,1195,288,287,4,1,57,NA,NA,NA,NA,NA,NA,NA
401353294,4449,144,147,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,4267,288,282,4,1,36,NA,NA,NA,NA,NA,NA,NA
401353294,1359,288,284,4,1,50,NA,NA,NA,NA,NA,NA,NA
401353294,10932,288,289,4,1,62,NA,NA,NA,NA,NA,NA,NA
401353294,10980,288,279,4,1,22,NA,NA,NA,NA,NA,NA,NA
401353294,4837,288,278,4,1,15,NA,NA,NA,NA,NA,NA,NA
401353294,9569,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,1798,144,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,9626,288,284,4,1,50,NA,NA,NA,NA,NA,NA,NA
401353294,11340,144,147,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353294,1185,288,280,4,1,25,NA,NA,NA,NA,NA,NA,NA
401353294,4408315,288,281,4,1,28,NA,NA,NA,NA,NA,NA,NA
401353294,10360,288,278,4,1,15,NA,NA,NA,NA,NA,NA,NA
401353294,11119,288,279,4,1,22,NA,NA,NA,NA,NA,NA,NA
401353255,9261,142,142,2,0,NA,CUT,0.29,-0.73,-0.57,0.22,-1.08,-0.8
401353255,9517,142,148,2,0,NA,CUT,-0.45,-0.34,-2.52,-0.48,-3.34,-3.79
401353255,5548,284,272,4,1,7,T7,0.39,0.61,0.81,0.43,1.86,2.25
401353255,4682,142,142,2,0,NA,CUT,-1.03,0.16,-0.88,0.95,0.23,-0.8
401353255,6015,142,140,2,0,NA,CUT,0.77,-0.85,0.01,0.27,-0.56,0.2
401353255,3832,284,273,4,1,12,T12,1.3,0.79,-0.27,0.17,0.7,2
401353255,5502,142,149,2,0,NA,CUT,-0.45,-1.28,-2.56,-0.01,-3.85,-4.29
401353255,10372,142,147,2,0,NA,CUT,-1.51,-1.13,-0.01,-0.65,-1.78,-3.29
401353255,9484,142,143,2,0,NA,CUT,1.49,-0.9,-2.27,0.39,-2.79,-1.29
401353255,9127,284,279,4,1,39,T39,0.38,0.13,0.27,-0.29,0.12,0.49
401353255,10577,142,141,2,0,NA,CUT,-0.92,-0.96,0.86,0.73,0.63,-0.29
401353255,1626,142,150,2,0,NA,CUT,-1.92,-0.99,-1.85,-0.04,-2.88,-4.79
401353255,2283,284,277,4,1,27,T27,0.94,-0.15,-0.03,0.23,0.06,0.99
401353255,159,142,143,2,0,NA,CUT,1.79,0.61,-3.42,-0.28,-3.08,-1.29
401353255,4383,142,144,2,0,NA,CUT,-1.28,0.13,-0.88,0.23,-0.52,-1.79
401353255,774,284,280,4,1,48,T48,0.07,0.19,0.39,-0.41,0.17,0.24
401353255,9584,284,275,4,1,21,T21,0.84,0.09,0.35,0.21,0.66,1.5
401353255,1225,284,270,4,1,5,T5,1.9,-0.59,0.82,0.61,0.84,2.75
401353255,6798,284,273,4,1,12,T12,0.67,-0.22,0.9,0.64,1.33,2
401353255,3599,284,274,4,1,16,T16,0.51,1.09,0.83,-0.68,1.24,1.75
401353255,3454,142,143,2,0,NA,CUT,-1.64,-0.06,0.75,-0.35,0.35,-1.29
401353255,780,142,140,2,0,NA,CUT,-0.96,2.35,-0.99,-0.19,1.17,0.2
401353255,4317,284,278,4,1,33,T33,-1.23,0.6,0.84,0.53,1.98,0.74
401353255,4355673,284,278,4,1,33,T33,1.02,-1.02,0.4,0.34,-0.27,0.74
401353255,9243,284,282,4,1,62,T62,-0.88,0.83,-0.46,0.25,0.63,-0.26
401353255,5704,142,146,2,0,NA,CUT,-0.33,-0.69,-0.65,-1.12,-2.46,-2.79
401353255,205,142,151,2,0,NA,CUT,-3.58,-0.55,-0.09,-1.07,-1.72,-5.29
401353255,10592,284,285,4,1,68,T68,-0.7,-1.5,0.43,0.77,-0.3,-1
401353255,5532,142,141,2,0,NA,CUT,-0.9,-0.86,0.83,0.64,0.61,-0.29
401353255,6017,284,280,4,1,48,T48,0.13,0.3,0.43,-0.61,0.12,0.24
401353255,1121,142,147,2,0,NA,CUT,-1.18,-0.73,-0.28,-1.11,-2.12,-3.29
401353255,769,284,279,4,1,39,T39,0.09,0.55,-0.01,-0.14,0.4,0.49
401353255,1097,142,145,2,0,NA,CUT,-1.95,-0.77,-0.21,0.63,-0.35,-2.29
401353255,9687,284,279,4,1,39,T39,1.43,-0.09,-0.78,-0.07,-0.93,0.49
401353255,4645,284,282,4,1,62,T62,-0.12,-0.76,0.18,0.44,-0.13,-0.26
401353255,3448,284,279,4,1,39,T39,-0.48,-0.02,0.49,0.51,0.98,0.49
401353255,3950,284,280,4,1,48,T48,0.53,-0.99,0.24,0.45,-0.29,0.24
401353255,6701,284,285,4,1,68,T68,-0.7,-0.37,-0.07,0.14,-0.31,-1
401353255,278,142,145,2,0,NA,CUT,-0.27,-0.52,-1.77,0.26,-2.03,-2.29
401353255,10054,284,280,4,1,48,T48,0.42,0.24,-0.56,0.15,-0.17,0.24
401353255,11448,284,279,4,1,39,T39,0.26,-0.28,0.31,0.2,0.23,0.49
401353255,10058,284,267,4,1,2,2,1.77,1.28,-0.62,1.07,1.73,3.5
401353255,4304,142,140,2,0,NA,CUT,-1.18,1.9,-0.28,-0.23,1.39,0.2
401353255,4423323,142,141,2,0,NA,CUT,-0.08,0.88,-1.13,0.03,-0.22,-0.29
401353255,5882,142,144,2,0,NA,CUT,0.25,-1.43,-0.41,-0.2,-2.04,-1.79
401353255,1483,142,152,2,0,NA,CUT,-2.96,-0.9,-0.71,-1.23,-2.84,-5.79
401353255,4845307,142,145,2,0,NA,CUT,-1.24,-0.43,-0.71,0.08,-1.05,-2.29
401353255,301,142,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA
401353255,11333,284,280,4,1,48,T48,1.57,-0.24,-0.75,-0.33,-1.33,0.24
401353255,3550,284,275,4,1,21,T21,-0.2,0.61,1.12,-0.04,1.69,1.5
401353255,4364752,142,144,2,0,NA,CUT,-0.5,-1.46,-0.17,0.33,-1.29,-1.79
401353255,4844,284,279,4,1,39,T39,0.56,0.12,0.03,-0.21,-0.07,0.49
401353255,11387,142,142,2,0,NA,CUT,-0.13,-0.71,0.5,-0.46,-0.66,-0.8
401353255,5573,142,140,2,0,NA,CUT,-0.51,-0.17,0.7,0.18,0.71,0.2
401353255,576,284,281,4,1,57,T57,-1.67,0.18,1.08,0.4,1.66,-0.01
401353255,6991,284,281,4,1,57,T57,-0.95,0.42,0.26,0.27,0.94,-0.01
401353255,3856,142,154,2,0,NA,CUT,-2.63,0.2,-3.03,-1.33,-4.17,-6.79
401353255,5902,284,280,4,1,48,T48,-0.3,0.18,0.04,0.32,0.54,0.24
401353255,6196,284,279,4,1,39,T39,-0.72,0.37,0.56,0.28,1.21,0.49
401353255,1680,142,142,2,0,NA,CUT,-0.78,-0.14,0.62,-0.5,-0.01,-0.8
401353255,5025,142,141,2,0,NA,CUT,-1.43,1.59,-1.66,1.2,1.14,-0.29
401353255,3598,142,144,2,0,NA,CUT,-0.01,-0.45,-1.31,-0.03,-1.78,-1.79
401353255,5797,284,283,4,1,66,T66,0.86,-0.15,-0.67,-0.55,-1.37,-0.51
401353255,3317,142,145,2,0,NA,CUT,-1.86,0.13,-0.77,0.2,-0.43,-2.29
401353255,10505,142,141,2,0,NA,CUT,-0.01,1.03,-0.6,-0.72,-0.29,-0.29
401353255,10166,284,277,4,1,27,T27,-0.79,-0.38,1.47,0.69,1.78,0.99
401353255,4848,284,268,4,1,3,T3,0.76,0.08,1.84,0.56,2.49,3.25
401353255,1030,284,277,4,1,27,T27,0.73,-1.28,1.25,0.3,0.26,0.99
401353255,446,142,141,2,0,NA,CUT,0.08,-0.1,-0.33,0.05,-0.38,-0.29
401353255,5771,284,279,4,1,39,T39,0.69,0.8,-0.34,-0.65,-0.2,0.49
401353255,4513,142,140,2,0,NA,CUT,0.55,0.01,-0.86,0.51,-0.34,0.2
401353255,10363,284,278,4,1,33,T33,2.12,-0.04,-1.07,-0.27,-1.38,0.74
401353255,2552,284,278,4,1,33,T33,1.26,0.24,-0.13,-0.62,-0.51,0.74
401353255,10364,142,146,2,0,NA,CUT,-0.51,-1.15,-0.1,-1.03,-2.28,-2.79
401353255,6689,142,141,2,0,NA,CUT,-1.21,0.54,-0.04,0.41,0.91,-0.29
401353255,1778,142,141,2,0,NA,CUT,-1,-0.51,0.32,0.89,0.7,-0.29
401353255,1077,284,272,4,1,7,T7,0.4,1.02,0.29,0.53,1.84,2.25
401353255,601,284,274,4,1,16,T16,0.55,-0.21,1.54,-0.13,1.2,1.75
401353255,5962,142,150,2,0,NA,CUT,-1.3,-0.83,-1.41,-1.25,-3.49,-4.79
401353255,4404991,142,143,2,0,NA,CUT,-0.06,-0.62,-1.24,0.63,-1.23,-1.29
401353255,1293,284,282,4,1,62,T62,-0.75,0.53,-0.26,0.22,0.49,-0.26
401353255,9037,284,270,4,1,5,T5,0.56,0.98,0.8,0.4,2.19,2.75
401353255,6931,142,141,2,0,NA,CUT,2.22,-0.51,-1.04,-0.96,-2.51,-0.29
