,player_id,player,tournament_id,tournament,course,city,state,purse,no_cut,finish,position,made_cut,rounds_played,strokes,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
1924,4383,Branden Grace,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T49,49.0,True,4,281,0.61,0.44,-0.82,-0.26,-0.64,-0.02
1925,774,Bill Haas,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,-0.9,0.6,-0.68,-0.6,-0.68,-1.58
1926,9584,Brandon Hagy,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,146,-0.91,0.44,-1.66,-0.45,-1.67,-2.58
1927,1225,Brian Harman,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,-0.13,0.68,0.81,0.62,2.11,1.98
1928,1651,Billy Horschel,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T6,6.0,True,4,270,1.28,0.28,0.15,1.02,1.45,2.73
1929,6011,Beau Hossler,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.79,0.05,-0.53,0.19,-0.29,-1.08
1930,6798,Brooks Koepka,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T3,3.0,True,4,269,1.5,-0.32,0.55,1.24,1.48,2.98
1931,8910,Benjamin Silverman,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-0.61,0.03,-0.53,1.02,0.52,-0.08
1932,1222,Brandt Snedeker,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,0.28,-0.47,0.19,-1.09,-1.37,-1.08
1933,3596,Brendan Steele,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.45,-1.36,0.3,0.42,-0.63,-1.08
1934,3599,Brian Stuard,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T58,58.0,True,4,283,-0.23,-0.21,0.1,-0.18,-0.29,-0.52
1935,3454,Brendon Todd,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,1.22,0.02,0.18,-0.18,0.01,1.23
1936,780,Bubba Watson,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,-0.26,-0.07,1.94,0.38,2.24,1.98
1937,9126,Corey Conners,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T38,38.0,True,4,279,0.66,-0.29,-0.56,0.67,-0.19,0.48
1938,10863,Cameron Davis,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,0.26,-0.6,-1.29,0.04,-1.85,-1.58
1939,5704,Chesson Hadley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,155,-1.71,-1.36,-1.3,-2.72,-5.38,-7.08
1940,205,Charley Hoffman,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,67,67.0,True,4,293,-0.14,-0.49,-1.41,-0.98,-2.88,-3.02
1941,208,Charles Howell III,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,0.13,0.59,0.01,-2.31,-1.72,-1.58
1942,3449,Chris Kirk,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,0.57,0.22,0.45,0.73,1.4,1.98
1943,5532,Carlos Ortiz,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T33,33.0,True,4,277,0.92,-0.57,0.8,-0.18,0.06,0.98
1944,6017,C.T. Pan,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,0.2,-0.07,-0.88,-0.84,-1.78,-1.58
1945,769,Chez Reavie,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,0.28,-0.16,-1.0,0.3,-0.86,-0.58
1946,4425906,Cameron Young,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,0.62,-0.3,-0.53,1.44,0.6,1.23
1947,9025,Daniel Berger,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.52,-0.44,-0.09,-0.04,-0.57,-1.08
1948,5167,Dylan Frittelli,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,0.07,-0.38,-1.94,1.16,-1.16,-1.08
1949,11456,Doug Ghim,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T49,49.0,True,4,281,-1.01,-0.54,1.56,-0.04,0.99,-0.02
1950,3950,Danny Lee,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,145,0.09,-0.42,-1.54,-0.21,-2.17,-2.08
1951,10054,Denny McCarthy,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,0.26,0.37,-0.5,-0.72,-0.84,-0.58
1952,5882,Emiliano Grillo,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,-0.94,-0.33,-0.53,1.21,0.36,-0.58
1953,1483,Francesco Molinari,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T43,43.0,True,4,280,1.17,0.04,-0.43,-0.56,-0.94,0.23
1954,11393,Garrick Higgo,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T21,21.0,True,4,274,0.34,0.51,-0.04,0.91,1.38,1.73
1956,3550,Gary Woodland,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,0.1,0.72,-0.57,-0.33,-0.18,-0.08
1957,4364752,Hayden Buckley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,148,-1.92,-1.41,-0.56,0.31,-1.66,-3.58
1958,4844,Harry Higgs,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T49,49.0,True,4,281,0.76,-0.4,-1.13,0.74,-0.78,-0.02
1959,11387,Hank Lebioda,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,146,0.66,-0.09,-2.01,-1.15,-3.25,-2.58
1960,5860,Hideki Matsuyama,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T8,8.0,True,4,271,0.88,0.24,1.27,0.08,1.6,2.48
1961,5573,Henrik Norlander,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,147,-1.12,0.86,-2.5,-0.33,-1.96,-3.08
1962,5504,Hudson Swafford,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T60,60.0,True,4,284,-1.86,0.03,1.0,0.05,1.08,-0.77
1963,6991,Harold Varner III,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,-1.2,1.43,0.76,-2.58,-0.38,-1.58
1964,5902,Joseph Bramlett,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T53,53.0,True,4,282,-1.41,0.01,1.36,-0.24,1.14,-0.27
1965,508,Jonathan Byrd,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.7,0.71,-1.49,0.4,-0.38,-1.08
1966,6196,Joel Dahmen,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T62,62.0,True,4,285,0.57,-0.95,0.27,-0.91,-1.6,-1.02
1967,110,Jason Dufner,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,152,-1.97,-0.2,-1.77,-1.64,-3.61,-5.58
1968,5025,James Hahn,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,-0.88,0.48,-0.32,-0.86,-0.71,-1.58
1969,10505,J.T. Poston,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T23,23.0,True,4,275,0.57,0.2,-0.26,0.97,0.91,1.48
1970,9780,Jon Rahm,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T10,10.0,True,4,272,-0.58,-0.18,1.0,1.99,2.81,2.23
1971,5467,Jordan Spieth,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T60,60.0,True,4,284,-0.81,-0.6,0.44,0.2,0.04,-0.77
1972,4848,Justin Thomas,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T8,8.0,True,4,271,-0.7,0.57,1.78,0.83,3.18,2.48
1973,446,Jimmy Walker,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.78,0.32,-0.3,-0.32,-0.3,-1.08
1974,4513,Keegan Bradley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,-0.36,-0.06,0.71,0.94,1.59,1.23
1975,3857,Kevin Chappell,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T43,43.0,True,4,280,-0.11,-0.1,1.03,-0.59,0.34,0.23
1976,10363,Kramer Hickok,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T53,53.0,True,4,282,0.06,-0.57,-0.39,0.63,-0.33,-0.27
1977,2552,Kevin Kisner,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T38,38.0,True,4,279,1.59,-0.15,0.14,-1.11,-1.11,0.48
1978,6689,Kelly Kraft,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.02,-1.49,0.98,-0.55,-1.06,-1.08
1979,7083,Kyoung-Hoon Lee,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T38,38.0,True,4,279,0.17,0.43,-1.29,1.16,0.3,0.48
1980,8906,Keith Mitchell,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T10,10.0,True,4,272,-0.09,0.6,0.5,1.22,2.32,2.23
1981,1778,Kyle Stanley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,147,-0.34,-0.91,-0.94,-0.88,-2.74,-3.08
1982,1077,Kevin Streelman,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,145,-0.43,0.05,-2.19,0.48,-1.66,-2.08
1983,3793,Kevin Tway,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T53,53.0,True,4,282,-0.61,-0.31,0.47,0.18,0.34,-0.27
1984,601,Luke Donald,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,-0.19,-0.53,1.23,-1.09,-0.39,-0.58
1985,676,Lucas Glover,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,37,37.0,True,4,278,-0.29,0.81,0.68,-0.47,1.02,0.73
1986,10343,Lucas Herbert,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,1.63,-0.95,-1.6,-0.16,-2.71,-1.08
1987,1059,Luke List,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T53,53.0,True,4,282,-1.47,0.04,0.99,0.16,1.19,-0.27
1988,1293,Louis Oosthuizen,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,0.67,0.44,0.34,0.53,1.31,1.98
1989,9037,Matthew Fitzpatrick,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T10,10.0,True,4,272,0.43,0.07,1.06,0.66,1.79,2.23
1990,8973,Max Homa,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,0.91,-0.45,0.26,1.26,1.07,1.98
1991,1367,Matt Jones,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T58,58.0,True,4,283,-0.03,-0.16,0.25,-0.59,-0.49,-0.52
1992,257,Matt Kuchar,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,0.49,0.6,0.02,-1.19,-0.57,-0.08
1993,2571,Martin Laird,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,1.23,1.1,-0.56,0.2,0.75,1.98
1994,6954,Matthew NeSmith,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,-0.6,-0.73,-0.87,0.61,-0.98,-1.58
1995,9931,Mito Pereira,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,0.71,-0.24,0.07,-0.63,-0.8,-0.08
1996,3688,Michael Thompson,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-1.67,0.69,-0.46,0.35,0.59,-1.08
1997,6151,Martin Trainer,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T43,43.0,True,4,280,0.87,0.77,-0.85,-0.56,-0.64,0.23
1998,10548,Matt Wallace,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,147,-0.49,1.75,-2.01,-2.33,-2.59,-3.08
1999,1600,Nate Lashley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,-0.01,0.22,-1.27,-0.52,-1.57,-1.58
2000,3792,Nick Taylor,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,147,-2.5,-0.42,-0.41,0.25,-0.59,-3.08
2001,1042,Nick Watney,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,151,-1.74,-1.59,-1.79,0.03,-3.35,-5.08
2002,6007,Patrick Cantlay,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,2,2.0,True,4,268,1.36,0.42,0.5,0.94,1.87,3.23
2003,3980,Patton Kizzire,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T10,10.0,True,4,272,-0.09,0.73,0.94,0.64,2.31,2.23
2004,5692,Peter Malnati,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,65,65.0,True,4,287,0.78,-0.98,-0.82,-0.5,-2.3,-1.52
2005,707,Pat Perez,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,143,-0.36,-0.02,-0.06,-0.65,-0.72,-1.08
2006,6825,Patrick Rodgers,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-0.76,-0.61,0.33,0.96,0.68,-0.08
2007,3702,Rickie Fowler,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-1.16,1.16,0.57,-0.65,1.08,-0.08
2008,5409,Russell Henley,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T33,33.0,True,4,277,0.38,1.4,-0.15,-0.66,0.6,0.98
2009,4483,Russell Knox,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T33,33.0,True,4,277,-0.11,-0.32,1.17,0.23,1.09,0.98
2010,809,Ryan Moore,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T49,49.0,True,4,281,0.33,-0.18,0.27,-0.44,-0.35,-0.02
2011,377,Rory Sabbatini,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T33,33.0,True,4,277,1.21,-0.73,0.64,-0.14,-0.23,0.98
2012,6090,Roger Sloan,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,1.87,-0.53,-0.46,-1.46,-2.45,-0.58
2013,5619,Robert Streb,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,-0.87,1.27,-1.96,0.97,0.29,-0.58
2014,9938,Sam Burns,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-0.55,0.23,1.17,-0.94,0.47,-0.08
2015,78,Stewart Cink,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T43,43.0,True,4,280,0.87,-0.14,-0.23,-0.27,-0.64,0.23
2016,6937,Stephan Jaeger,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T62,62.0,True,4,285,0.14,0.37,0.59,-2.12,-1.16,-1.02
2017,4449,Sung Kang,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,-0.01,0.34,1.16,-0.27,1.24,1.23
2018,7081,Si Woo Kim,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,-0.85,1.08,-0.26,1.26,2.08,1.23
2019,10404,Sebastian Munoz,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T23,23.0,True,4,275,-0.96,0.6,0.91,0.92,2.44,1.48
2020,4267,Seung-Yul Noh,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,147,-0.45,-0.19,-0.87,-1.57,-2.63,-3.08
2021,1037,Scott Piercy,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,0.54,-0.12,-0.99,-0.02,-1.13,-0.58
2022,6001,Seamus Power,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-1.19,0.12,0.42,0.57,1.11,-0.08
2023,7001,Sam Ryder,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T23,23.0,True,4,275,0.22,0.46,0.29,0.51,1.26,1.48
2024,9478,Scottie Scheffler,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,1,1.0,True,4,268,1.62,0.69,-0.4,1.31,1.6,3.23
2025,3378,Scott Stallings,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T21,21.0,True,4,274,1.61,0.02,0.32,-0.22,0.12,1.73
2026,8961,Sepp Straka,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,66,66.0,True,4,291,-0.58,-1.18,-0.76,0.0,-1.95,-2.52
2027,10980,Sahith Theegala,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T3,3.0,True,4,269,1.33,0.51,0.94,0.2,1.65,2.98
2028,9569,Tyler Duncan,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,141,-1.81,0.69,-0.27,1.3,1.73,-0.08
2029,2230,Tony Finau,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,-0.52,-0.77,0.43,0.28,-0.06,-0.58
2030,9513,Talor Gooch,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T26,26.0,True,4,276,0.45,0.52,0.4,-0.14,0.78,1.23
2031,6086,Tom Hoge,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T14,14.0,True,4,273,0.96,-0.36,0.93,0.45,1.02,1.98
2032,9002,Tyler McCumber,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,149,-1.78,-0.2,-0.46,-1.64,-2.3,-4.08
2033,3970,Troy Merritt,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T38,38.0,True,4,279,-0.31,-0.52,0.6,0.7,0.78,0.48
2034,4364873,Viktor Hovland,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,144,0.45,-0.73,-0.95,-0.36,-2.04,-1.58
2035,10360,Wesley Bryan,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,151,-2.17,0.12,-0.47,-2.56,-2.91,-5.08
2036,11119,Wyndham Clark,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,142,0.14,-0.57,-0.14,-0.02,-0.72,-0.58
2037,3532,William McGirt,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,CUT,0.0,False,2,146,-0.92,0.39,-0.72,-1.33,-1.67,-2.58
2038,10140,Xander Schauffele,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T3,3.0,True,4,269,-0.31,1.01,1.04,1.24,3.29,2.98
2039,686,Zach Johnson,401353236,Waste Management Phoenix Open,TPC Scottsdale,Scottsdale,AZ,8.2,False,T43,43.0,True,4,280,1.08,0.47,-0.18,-1.14,-0.85,0.23
2181,9517,Austin Cook,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,142,2.65,1.2,-0.55,-0.05,0.6,0.17
2182,4425898,Austin Eckroat,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,143,-1.15,-0.1,1.18,1.32,2.4,-0.33
2183,5548,Adam Hadwin,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,148,-1.75,-0.1,1.02,-0.93,0.0,-2.83
2184,4989,Anirban Lahiri,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T46,46.0,True,4,283,0.38,1.26,0.46,-0.56,1.17,0.69
2185,6015,Adam Long,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T65,65.0,True,4,287,0.52,0.23,-0.91,-0.44,-1.13,-0.6
2186,3832,Alexander Noren,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T39,39.0,True,4,282,0.3,0.63,0.39,-0.27,0.75,0.65
2187,10906,Aaron Rai,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T6,6.0,True,4,275,0.79,0.53,0.64,0.92,2.09,2.69
2188,10372,Adam Schenk,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T56,56.0,True,4,284,0.76,-0.67,-1.73,-0.3,-2.7,0.15
2189,9484,Alex Smalley,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T56,56.0,True,4,284,-1.81,-0.48,-0.02,0.37,-0.13,0.15
2190,9127,Adam Svensson,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,79,79.0,True,4,298,-1.46,-1.54,-0.95,-0.32,-2.82,-3.35
2191,10577,Aaron Wise,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,142,0.86,-0.99,-0.59,-1.05,-2.62,0.17
2192,1626,Bronson Burgoon,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T74,74.0,True,4,290,-0.32,-0.19,0.18,-0.8,-0.8,-1.06
2194,2283,Brice Garnett,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,143,-0.33,0.5,1.27,-0.66,1.11,-0.89
2195,774,Bill Haas,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T39,39.0,True,4,282,0.88,0.14,-0.52,0.05,-0.33,0.94
2196,9584,Brandon Hagy,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,142,1.54,-0.11,0.56,-0.74,-0.3,0.17
2197,1651,Billy Horschel,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T11,11.0,True,4,276,1.76,0.54,-0.97,-0.11,-0.55,2.44
2198,6011,Beau Hossler,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,142,-0.21,0.16,-0.35,0.19,-0.01,-0.39
2199,6798,Brooks Koepka,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,144,2.43,-1.02,-1.29,-0.88,-3.19,-0.83
2200,1222,Brandt Snedeker,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,144,0.19,-1.26,0.49,-0.17,-0.94,-0.83
2201,3599,Brian Stuard,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,145,-0.71,0.97,-2.22,-0.8,-2.05,-1.33
2202,4355673,Brandon Wu,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,146,0.98,-1.23,-2.44,-0.07,-3.74,-1.83
2203,9243,Christiaan Bezuidenhout,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T46,46.0,True,4,283,-0.6,0.06,1.15,0.27,1.48,0.69
2204,11098,Cameron Champ,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T46,46.0,True,4,283,-1.08,-0.87,0.27,1.07,0.47,0.4
2205,9126,Corey Conners,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,143,-4.54,1.69,0.44,0.19,2.32,-0.89
2206,10863,Cameron Davis,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,T56,56.0,True,4,284,0.44,-0.17,0.2,-0.27,-0.23,0.43
2207,5704,Chesson Hadley,401353234,Farmers Insurance Open,Torrey Pines North,La Jolla,CA,8.4,False,CUT,0.0,False,2,148,-1.05,-1.7,-2.51,-0.5,-4.7,-2.83
