,player_id,player,tournament_id,tournament,course,city,state,purse,no_cut,finish,position,made_cut,rounds_played,strokes,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
412,3598,Jim Herman,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,145,-1.88,-0.68,0.96,-1.25,-0.98,-2.86
413,5797,John Huh,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,144,-0.45,1.37,-2.6,-0.67,-1.91,-2.35
414,4602673,Joohyung Kim,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,-0.19,0.31,1.42,-0.01,1.72,1.53
415,6894,Jim Knous,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,0.61,0.13,-1.98,-0.62,-2.46,-1.85
416,3317,Jason Kokrak,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,0.25,-0.25,0.56,0.98,1.29,1.53
417,11099,Joaquin Niemann,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T25,25.0,True,4,271,0.53,0.31,-0.61,1.05,0.76,1.28
418,10166,J.J. Spaun,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T38,38.0,True,4,273,-0.32,0.12,0.82,0.16,1.1,0.78
419,5467,Jordan Spieth,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,2,2.0,True,4,263,0.36,0.41,1.57,0.95,2.92,3.28
420,4848,Justin Thomas,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T5,5.0,True,4,265,0.83,0.93,0.73,0.29,1.95,2.78
421,1030,Jhonattan Vegas,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T59,59.0,True,4,276,-0.64,0.3,-0.4,0.77,0.68,0.03
422,5771,Kiradech Aphibarnrat,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T76,76.0,True,4,280,0.49,-0.64,-0.46,-0.36,-1.46,-0.97
423,10363,Kramer Hickok,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-0.39,-0.18,-1.36,1.06,-0.47,-0.85
424,2552,Kevin Kisner,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,-1.06,-0.33,0.39,-0.86,-0.8,-1.85
425,10364,Kurt Kitayama,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,-0.67,-0.23,-1.14,0.19,-1.18,-1.85
426,6689,Kelly Kraft,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,-0.46,-0.16,-0.84,-0.39,-1.4,-1.85
427,7083,Kyoung-Hoon Lee,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,1,1.0,True,4,262,0.97,0.68,1.31,0.57,2.56,3.53
428,8906,Keith Mitchell,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T76,76.0,True,4,280,-0.1,0.43,-1.15,-0.15,-0.87,-0.97
429,3793,Kevin Tway,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,0.62,-0.65,-1.47,-0.36,-2.48,-1.86
430,601,Luke Donald,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,0.52,-0.13,0.98,-1.73,-0.88,-0.36
431,5962,Lanto Griffin,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T51,51.0,True,4,275,0.23,-0.47,-0.03,0.56,0.05,0.28
432,4404991,Lee Hodges,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,142,0.46,-0.52,-0.34,-0.95,-1.81,-1.36
433,1059,Luke List,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-1.51,-0.07,0.53,0.7,1.16,-0.36
434,455,Lee Westwood,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,146,-1.35,-0.58,-0.16,-1.27,-2.01,-3.36
435,4859,Michael Gligic,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T73,73.0,True,4,279,-0.1,0.6,-1.33,0.12,-0.62,-0.72
436,9143,Mark Hubbard,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T32,32.0,True,4,272,0.07,-0.27,1.61,-0.38,0.96,1.03
437,6931,Mackenzie Hughes,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-0.28,0.53,-0.01,-1.09,-0.57,-0.85
438,257,Matt Kuchar,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T12,12.0,True,4,268,1.02,0.02,0.99,0.01,1.01,2.03
439,2571,Martin Laird,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,144,-0.35,-0.83,-0.75,-0.43,-2.0,-2.36
440,3351,Marc Leishman,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T51,51.0,True,4,275,0.48,-0.15,0.42,-0.47,-0.2,0.28
441,9530,Maverick McNealy,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T32,32.0,True,4,272,0.85,0.34,-0.1,-0.06,0.18,1.03
442,6954,Matthew NeSmith,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T51,51.0,True,4,275,-0.7,0.19,-0.15,0.94,0.99,0.28
443,9931,Mito Pereira,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,-0.72,0.14,1.07,1.05,2.25,1.53
444,5729,Matthias Schwab,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T59,59.0,True,4,276,0.86,0.1,-0.52,-0.4,-0.83,0.03
445,3688,Michael Thompson,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T25,25.0,True,4,271,2.47,-0.29,-0.25,-0.64,-1.18,1.28
446,6151,Martin Trainer,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T76,76.0,True,4,280,-0.06,-0.05,-0.51,-0.34,-0.9,-0.97
447,10548,Matt Wallace,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,146,-2.06,-1.79,0.01,0.48,-1.3,-3.36
448,4412121,Matthew Wolff,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,146,-2.12,0.12,-1.08,-0.28,-1.24,-3.36
449,1600,Nate Lashley,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,0.16,0.52,0.66,0.2,1.38,1.53
450,3792,Nick Taylor,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,144,-0.93,-0.96,0.05,-0.51,-1.43,-2.36
451,10831,Paul Barjon,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T65,65.0,True,4,277,-0.16,-0.99,0.41,0.52,-0.06,-0.22
452,3980,Patton Kizzire,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T83,83.0,True,4,284,-0.95,-0.34,-0.25,-0.42,-1.02,-1.97
453,5692,Peter Malnati,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T9,9.0,True,4,267,1.88,-0.02,0.47,-0.04,0.41,2.28
454,707,Pat Perez,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T38,38.0,True,4,273,-0.31,0.71,0.44,-0.06,1.09,0.78
455,6825,Patrick Rodgers,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T32,32.0,True,4,272,0.57,-0.47,0.16,0.78,0.47,1.03
456,1674,Peter Uihlein,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T65,65.0,True,4,277,0.24,-0.42,-0.24,0.2,-0.46,-0.22
457,1750,Ryan Armour,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,-2.42,0.14,0.42,0.01,0.57,-1.86
458,1548,Ryan Brehm,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-0.85,-0.5,0.12,0.38,-0.01,-0.85
459,962,Ryan Palmer,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T5,5.0,True,4,265,1.11,0.1,0.57,1.0,1.68,2.78
460,377,Rory Sabbatini,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T25,25.0,True,4,271,-0.58,0.79,1.1,-0.02,1.87,1.28
461,6090,Roger Sloan,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,143,0.29,0.04,-2.02,-0.16,-2.14,-1.85
462,5619,Robert Streb,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-1.26,1.23,-0.5,-0.33,0.4,-0.86
463,9804,Richy Werenski,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,147,0.23,-1.15,-2.43,-0.51,-4.08,-3.86
464,9938,Sam Burns,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-0.23,0.16,-0.88,0.59,-0.13,-0.35
465,1195,Scott Gutschewski,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-2.52,-0.85,2.8,0.21,2.17,-0.35
466,6937,Stephan Jaeger,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T38,38.0,True,4,273,-0.79,0.6,1.15,-0.18,1.57,0.78
467,4449,Sung Kang,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,145,-0.93,-0.7,-0.14,-1.09,-1.93,-2.86
468,7081,Si Woo Kim,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-0.22,-0.08,-0.68,0.13,-0.64,-0.85
469,9076,Satoshi Kodaira,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-0.31,0.17,0.03,-0.24,-0.05,-0.35
470,10404,Sebastian Munoz,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T3,3.0,True,4,264,1.02,0.1,1.39,0.53,2.02,3.03
471,4267,Seung-Yul Noh,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,0.14,0.33,-1.55,0.23,-1.0,-0.85
472,5057,Shaun Norris,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,142,0.7,-0.58,0.12,-1.6,-2.06,-1.35
473,1037,Scott Piercy,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-1.57,0.45,-0.36,1.12,1.21,-0.36
474,6001,Seamus Power,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,1.27,0.58,-0.22,-0.09,0.27,1.53
475,10932,Seth Reeves,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T69,69.0,True,4,278,0.85,-0.87,-0.99,0.54,-1.32,-0.47
476,7001,Sam Ryder,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-0.36,-0.33,0.96,-0.62,0.0,-0.35
477,9478,Scottie Scheffler,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T15,15.0,True,4,269,-0.4,0.49,1.41,0.29,2.18,1.78
478,3378,Scott Stallings,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T25,25.0,True,4,271,0.61,-0.49,1.12,0.04,0.67,1.28
479,8961,Sepp Straka,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T73,73.0,True,4,279,-0.17,0.18,-0.79,0.07,-0.55,-0.72
480,10980,Sahith Theegala,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T79,79.0,True,4,281,-1.46,0.66,-0.12,-0.3,0.24,-1.22
481,9569,Tyler Duncan,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T59,59.0,True,4,276,-0.64,-0.47,1.21,-0.08,0.67,0.03
482,5539,Tommy Fleetwood,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T59,59.0,True,4,276,-0.73,-0.66,0.52,0.91,0.77,0.03
483,9513,Talor Gooch,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,141,-0.3,0.1,-1.17,0.52,-0.56,-0.86
484,6086,Tom Hoge,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T17,17.0,True,4,270,0.21,1.0,0.5,-0.19,1.32,1.53
485,10664,Taylor Moore,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T32,32.0,True,4,272,-0.48,0.49,0.33,0.7,1.52,1.03
486,9626,Trey Mullinax,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T32,32.0,True,4,272,-0.28,0.02,0.86,0.43,1.32,1.03
487,1185,Vaughn Taylor,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T73,73.0,True,4,279,-0.17,-0.62,0.76,-0.68,-0.54,-0.72
488,4408315,Vincent Whaley,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T25,25.0,True,4,271,0.65,0.82,-0.02,-0.16,0.63,1.28
489,10360,Wesley Bryan,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T65,65.0,True,4,277,0.49,0.0,0.41,-1.11,-0.7,-0.22
490,11119,Wyndham Clark,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-0.86,0.03,-0.44,0.92,0.51,-0.36
491,9877,Will Zalatoris,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,CUT,0.0,False,2,140,-2.11,-0.17,1.48,0.45,1.76,-0.36
492,10140,Xander Schauffele,401353227,AT&T Byron Nelson,TPC Craig Ranch,McKinney,TX,9.1,False,T5,5.0,True,4,265,0.33,0.61,1.16,0.68,2.45,2.78
493,9261,Abraham Ancer,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T56,56.0,True,4,289,-0.23,-0.29,-0.44,0.46,-0.27,-0.49
494,16,Aaron Baddeley,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,158,-2.01,-0.51,-1.56,-3.84,-5.91,-7.92
495,9517,Austin Cook,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,0.18,1.02,1.02,-1.64,0.4,0.58
496,4989,Anirban Lahiri,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T6,6.0,True,4,277,0.69,0.72,0.37,0.72,1.81,2.51
497,6015,Adam Long,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,0.61,0.3,0.16,-0.49,-0.03,0.58
498,5502,Andrew Putnam,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,-1.02,0.58,0.05,0.47,1.1,0.08
499,10906,Aaron Rai,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,-0.56,-0.13,0.58,0.69,1.14,0.58
500,10372,Adam Schenk,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T9,9.0,True,4,278,0.53,0.46,0.95,0.32,1.74,2.26
501,9484,Alex Smalley,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,145,-1.07,-0.81,0.91,-0.46,-0.35,-1.42
502,9127,Adam Svensson,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,145,-2.35,-0.08,-0.12,1.13,0.93,-1.42
503,2283,Brice Garnett,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-2.4,0.12,0.98,-0.62,0.48,-1.92
504,4383,Branden Grace,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-0.91,-0.03,-0.57,-0.41,-1.01,-1.92
505,774,Bill Haas,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,149,-0.47,0.19,-3.06,-0.09,-2.95,-3.42
506,9584,Brandon Hagy,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,1.79,-1.57,-1.33,1.19,-1.71,0.08
507,1225,Brian Harman,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T9,9.0,True,4,278,0.05,0.21,1.25,0.75,2.21,2.26
508,4780,Bo Hoag,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,147,-0.39,-0.77,-0.82,-0.44,-2.03,-2.42
509,6011,Beau Hossler,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,154,1.02,0.08,-5.5,-1.52,-6.94,-5.92
510,4638,Ben Martin,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T51,51.0,True,4,288,-0.13,-0.25,-1.05,1.19,-0.11,-0.24
511,4415125,Bryson Nimmer,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,147,-0.6,0.38,-1.7,-0.5,-1.82,-2.42
512,3596,Brendan Steele,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T51,51.0,True,4,288,-0.57,-0.78,0.71,0.4,0.33,-0.24
513,3599,Brian Stuard,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-1.73,0.45,0.09,-0.74,-0.19,-1.92
514,712,Bo Van Pelt,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,148,0.44,-0.39,-1.07,-1.9,-3.36,-2.92
515,4355673,Brandon Wu,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,143,-0.98,-0.25,-0.07,0.89,0.56,-0.42
516,9126,Corey Conners,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T21,21.0,True,4,280,0.6,0.06,-0.19,1.3,1.16,1.76
517,10863,Cameron Davis,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,0.18,-1.59,0.5,0.99,-0.1,0.08
518,5704,Chesson Hadley,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,148,0.41,-1.15,0.39,-2.57,-3.32,-2.92
519,205,Charley Hoffman,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,1.01,-1.06,0.48,-0.36,-0.94,0.08
520,6017,C.T. Pan,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T15,15.0,True,4,279,0.25,0.05,0.85,0.86,1.76,2.01
521,1121,Cameron Percy,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,-0.01,0.77,-0.5,-0.17,0.1,0.08
522,769,Chez Reavie,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T15,15.0,True,4,279,0.2,1.03,0.96,-0.19,1.81,2.01
523,1097,Charl Schwartzel,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,-0.21,0.28,-0.45,0.96,0.79,0.58
524,8975,Chase Seiffert,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T46,46.0,True,4,286,-0.69,0.31,0.68,-0.04,0.95,0.26
525,1264,Camilo Villegas,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T56,56.0,True,4,289,-0.89,-0.15,1.24,-0.69,0.4,-0.49
526,4425906,Cameron Young,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T2,2.0,True,4,274,-0.58,0.78,1.54,1.52,3.84,3.26
527,5167,Dylan Frittelli,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T46,46.0,True,4,286,-1.01,0.33,0.41,0.53,1.27,0.26
528,11456,Doug Ghim,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,-0.66,1.08,0.15,-0.48,0.74,0.08
529,3950,Danny Lee,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,-1.99,0.41,1.19,0.96,2.57,0.58
530,5574,David Lingmerth,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T46,46.0,True,4,286,1.22,0.47,-0.9,-0.53,-0.96,0.26
531,6701,David Lipsky,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,144,-0.51,0.24,0.54,-1.19,-0.41,-0.92
532,10054,Denny McCarthy,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T25,25.0,True,4,281,1.64,0.68,-0.71,-0.1,-0.13,1.51
533,11448,Doc Redman,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,148,-1.74,-1.58,0.65,-0.25,-1.18,-2.92
535,4423323,Dylan Wu,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T62,62.0,True,4,293,0.02,-0.83,-0.91,0.23,-1.51,-1.49
536,1483,Francesco Molinari,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,-0.68,1.04,-0.34,0.06,0.76,0.08
537,11333,Greyson Sigg,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,147,-0.44,-0.23,-2.61,0.86,-1.98,-2.42
538,3550,Gary Woodland,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,145,0.53,0.38,-2.03,-0.3,-1.95,-1.42
539,4364752,Hayden Buckley,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,142,0.63,0.1,-1.25,0.61,-0.55,0.08
540,4844,Harry Higgs,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,1.25,-0.33,-0.09,-0.26,-0.67,0.58
541,11387,Hank Lebioda,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T41,41.0,True,4,285,0.47,0.03,0.59,-0.58,0.04,0.51
542,5573,Henrik Norlander,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T59,59.0,True,4,290,-0.38,1.09,-0.68,-0.76,-0.36,-0.74
543,3856,Jonas Blixt,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,0.49,0.23,-0.46,0.31,0.09,0.58
544,5902,Joseph Bramlett,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-1.03,0.07,-0.68,-0.27,-0.88,-1.92
545,508,Jonathan Byrd,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-0.34,0.77,-1.27,-1.08,-1.58,-1.92
546,6196,Joel Dahmen,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T51,51.0,True,4,288,-0.77,-0.41,1.25,-0.32,0.53,-0.24
547,1680,Jason Day,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T15,15.0,True,4,279,-0.31,0.7,1.59,0.02,2.32,2.01
548,110,Jason Dufner,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,145,-1.59,-0.56,0.88,-0.15,0.17,-1.42
549,5025,James Hahn,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T9,9.0,True,4,278,1.96,0.33,-0.22,0.19,0.3,2.26
550,3598,Jim Herman,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,1.37,-0.56,-1.24,1.01,-0.79,0.58
551,5797,John Huh,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,146,-1.22,-0.23,0.7,-1.16,-0.7,-1.92
552,6894,Jim Knous,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,141,1.37,-1.2,0.98,-0.57,-0.79,0.58
553,10505,J.T. Poston,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T9,9.0,True,4,278,0.09,0.7,0.75,0.72,2.17,2.26
554,1030,Jhonattan Vegas,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,T15,15.0,True,4,279,0.61,0.33,2.51,-1.45,1.4,2.01
555,1265,Johnson Wagner,401353228,Wells Fargo Championship,TPC Potomac at Avenel Farm,Potomac,MD,9.0,False,CUT,0.0,False,2,151,1.29,0.45,-3.07,-3.1,-5.71,-4.42
